source_name,source_number,permit_number,permit_type,permit_type2,line1_addr,city_text,zip_cd,latitude,longitude
Jaiwan Woo,26-0085,26-0085-06-01,6,G6,5420 NE 6TH AVE,PORTLAND,97211-3245,45.5623,-122.6596
"Environmentally Conscious Recycling, Inc",26-0086,26-0086-08-01,8,G2,12409 NE SAN RAFAEL ST,PORTLAND,97230-1818,45.5372,-122.5353
"Aramark Uniform & Career Apparel, LLC",26-0092,26-0092-11-01,11,G2,1848 NW 23RD AVE,PORTLAND,97210-2531,45.5359,-122.6969
Imperial Cleaners,26-0093,26-0093-06-01,6,G6,11047 NE GLISAN ST,PORTLAND,97220-3174,45.5262,-122.5491
"City of Portland,Bureau of Environmental",26-0100,26-0100-ST-01,ST,ST,5001 N. COLUMBIA BLVD.,PORTLAND,97203,45.5965,-122.7176
"Journal Graphics, Inc.",26-0103,26-0103-SI-01,SI,SI,2840 NW 35TH AVE,PORTLAND,97210-1604,45.5432,-122.7171
"Lakeside Industries, Inc.",26-0109,26-0109-08-01,8,G2,4850 NW FRONT AVE,PORTLAND,97240,45.558,-122.7291
Porter W. Yett Company,26-0110,26-0110-08-01,8,G2,5949 NE CULLY BLVD,PORTLAND,97218-3354,45.5662,-122.5945
Exxonmobil Oil Corporation,26-0113,26-0113-11-01,11,G2,9420 NW SAINT HELENS RD,PORTLAND,97231-1135,45.5916,-122.7776
"Omega Cremation and Burial Service, Inc.",26-0125,26-0125-12-01,12,G1,223 SE 122ND AVE,PORTLAND,97233-1005,45.5209,-122.5379
PCC Structurals,26-0130,26-0130-18-01,18,G2,4600 SE HARNEY DR,PORTLAND,97206-0825,45.4623,-122.6143
"vXchnge-Facilities, LLC",26-0132,26-0132-18-01,18,G2,1233 NW 12TH AVE,PORTLAND,97209,45.5318,-122.6823
"Skyline Tower, LLC",26-0133,26-0133-18-01,18,G2,1501 SW JEFFERSON ST,PORTLAND,97201,45.5176,-122.6875
Providence Health & Services - Oregon,26-0136,26-0136-18-01,18,G2,4805 NE GLISAN ST,PORTLAND,97213,45.5289,-122.6139
The Kroger Co.,26-0141,26-0141-11-01,11,G2,4950 N BASIN AVE,PORTLAND,97217-3547,45.5583,-122.6997
"Pierce-Pacific Manufacturing, Inc.",26-0143,26-0143-SI-01,SI,SI,4424 NE 158TH AVE,PORTLAND,97230-4999,45.5552,-122.4983
Ash Grove Cement Company,26-0146,26-0146-SI-01,SI,SI,3737 N PORT CENTER WAY,PORTLAND,97217,45.5512,-122.6946
"Portland Cremation Center, LLC",26-0151,26-0151-12-01,12,G1,17819 NE Riverside Pkwy Ste A,PORTLAND,97230-7377,45.5543,-122.4805
"Family Animal Services, Inc.",26-0155,26-0155-12-01,12,G1,17819 NE Riverside Pkwy Ste B,PORTLAND,97230-7387,45.5543,-122.4805
Go Ahead Inc.,26-0158,26-0158-R2-07,R2,R2,4916 NE 100TH AVE,PORTLAND,97220-3315,45.5587,-122.5598
"Bob Thomas Auto Body,  Inc.",26-0159,26-0159-27-01,27,G1,8752 NE SANDY BLVD,PORTLAND,97220,45.5547,-122.5712
U-Haul Repair Center,26-0164,26-0164-27-01,27,G1,11711 SE 82ND AVE,PORTLAND,97266,45.4382,-122.5791
"K W Auto Body, Inc.",26-0165,26-0165-BS-01,BS,BS,6708 NE GLISAN,PORTLAND,97213,45.5263,-122.5928
"Aarons Custom Metal Fab, Inc.",26-0167,26-0167-29-01,29,G4,4709 NE 148TH AVE,PORTLAND,97230-3451,45.5562,-122.5101
"Northwest Copper Works, Inc.",26-0168,26-0168-25-01,25,G1,1303 N RIVER ST,PORTLAND,97227,45.5395,-122.6795
"City of Portland, Bureau of Environmental Services",26-0172,26-0172-18-01,18,G2,5001 N. COLUMBIA BLVD.,PORTLAND,97203,45.5965,-122.7176
"Sulzer Pumps (US), Inc.",26-0178,26-0178-25-01,25,G2,2800 NW FRONT AVE,PORTLAND,97210,45.5446,-122.6968
Rikar Enterprises Inc.,26-0179,26-0179-25-01,25,G1,7559 NE 33RD DRIVE,PORTLAND,97211,45.5777,-122.6351
American Metal Products Company,26-0184,26-0184-25-01,25,G1,1532 SE 3RD AVENUE,PORTLAND,97214,45.5121,-122.6627
"CH Murphy/Clark-Ulman, Inc.",26-0187,26-0187-25-01,25,G1,5565 N DOLPHIN ST,PORTLAND,97217,45.5625,-122.7125
Jose Sanchez,26-0191,26-0191-27-01,27,G1,10510 SE REEDWAY ST,PORTLAND,97266-4187,45.4811,-122.5554
"Collision Rebuilders, Inc.",26-0192,26-0192-R1-04,R1,R1,2077 NW MARSHALL ST,PORTLAND,97209-1520,45.5304,-122.694
ACP Auto Body LLC,26-0196,26-0196-27-01,27,G1,10033 E BURNSIDE ST,PORTLAND,97216-2333,45.5227,-122.5605
"Metal Enterprises, Inc.",26-0197,26-0197-29-01,29,G4,2425 NW 23RD PL,PORTLAND,97210,45.5404,-122.6989
HSK Oil LLC,26-0203,26-0203-23-01,23,G4,11125 SE FOSTER RD,PORTLAND,97266-4219,45.4759,-122.5498
"Express Auto Body, Inc.",26-0205,26-0205-27-01,27,G1,801 N LOMBARD ST,PORTLAND,97217-1343,45.5771,-122.6748
Quality Industrial Refinishers Co.,26-0217,26-0217-27-01,27,G1,901 NE GERTZ RD,PORTLAND,97211-1303,45.5902,-122.6586
"Transco Industries, Inc.",26-0218,26-0218-25-01,25,G2,5534 NE 122ND AVE,PORTLAND,97230-1005,45.5628,-122.5316
Vanquish Investment Group LLC,26-0219,26-0219-27-01,27,G1,4030 NE BUFFALO ST,PORTLAND,97211-2112,45.5762,-122.6225
"Fred Meyer Stores, Inc.",26-0225,26-0225-23-01,23,G4,6850 N LOMBARD ST,PORTLAND,97203-6202,45.5867,-122.7372
STUMPTOWN COFFEE CORP,26-0227,26-0227-16-01,16,G1,119 SE MAIN ,PORTLAND,97214,45.514,-122.6629
"GreenWay Recycling, LLC",26-0231,26-0231-BS-01,BS,BS,4135 NW ST. HELENS ROAD,PORTLAND,97211,45.5521,-122.7311
Timby's Too LLC,26-0232,26-0232-27-01,27,G1,7510 N DELAWARE AVE,PORTLAND,97217-5774,45.5772,-122.6925
Morgan Truck Body LLC,26-0236,26-0236-SI-01,SI,SI,4436 NE 158TH AVE,PORTLAND,97230-4906,45.555,-122.5001
Black Rock Roasting Company,26-0239,26-0239-16-01,16,G1,16307 NE CAMERON BLVD,PORTLAND,97230-5030,45.5585,-122.4948
Portland State University,26-0241,26-0241-11-01,11,G2,617 SW MONTGOMERY ST,PORTLAND,97201-5221,45.5118,-122.6827
Glass to Glass LLC,26-0242,26-0242-SI-01,SI,SI,866 N COLUMBIA BLVD,PORTLAND,97217-1104,45.5841,-122.6763
"Harsch Investment Properties, LLC",26-0243,26-0243-18-01,18,G2,14355 N BYBEE LAKE CT,PORTLAND,97203-6495,45.6275,-122.7425
Multnomah County Facilities & Prop. Mng.,26-0244,26-0244-18-01,18,G2,1401 NE 68TH AVE,PORTLAND,97213-4957,45.5328,-122.5929
7-Eleven Inc,26-0245,26-0245-23-01,23,G4,11549 NE GLENN WIDING DRIVE,PORTLAND,97220,45.5698,-122.547
Fred Meyer Stores Inc,26-0247,26-0247-23-01,23,G4,4718 SE 82ND AVE,PORTLAND,97266-3020,45.4885,-122.5788
Horizon Air Industries,26-0248,26-0248-27-01,27,G1,8070 NE AIRTRANS WAY,PORTLAND,97218-1264,45.5814,-122.6059
"The Lynch Company, Inc.",26-0251,26-0251-25-01,25,G1,4706 SE 18TH AVE,PORTLAND,97202-5630,45.4883,-122.6474
"Fred Meyer Stores, Inc.",26-0252,26-0252-23-01,23,G4,8420 SW 24TH AVE,PORTLAND,97219-3906,45.4638,-122.7021
Heart LLC,26-0263,26-0263-16-01,16,G1,923 SE HAWTHORNE BLVD,PORTLAND,97214-3545,45.5122,-122.6563
Water Avenue Coffee LLC,26-0271,26-0271-16-01,16,G1,1028 SE WATER AVE,PORTLAND,97214-2186,45.5156,-122.6657
"Fred Meyer Stores, Inc.",26-0272,26-0272-23-01,23,G4,1511 NE 92ND AVE,PORTLAND,97220-4354,45.5334,-122.5686
"Apex Anodizing, Inc.",26-0273,26-0273-26-01,26,G1,7015 NE COLUMBIA BLVD,PORTLAND,97218-3344,45.567,-122.5901
"United Airlines, Inc.",26-0274,26-0274-SI-01,SI,SI,9137 NE AIRPORT WAY,PORTLAND,97220-1352,45.58,-122.5703
Precision Colored Glass LLP,26-0275,26-0275-ST-01,ST,ST,8228 SE 26TH PL BLDG A,PORTLAND,97202-8933,45.464,-122.6369
City of Portland,26-0279,26-0279-22-01,22,G5,737 SE 106TH AVE,PORTLAND,97216-3197,45.5174,-122.5539
"TM Companies, LLC",26-0281,26-0281-27-01,27,G1,10213 NE MARX ST,PORTLAND,97220-1061,45.562,-122.5575
"Thompson Auto Body, Inc.",26-0284,26-0284-BS-01,BS,BS,10310 SE FOSTER RD,PORTLAND,97266-5116,45.4767,-122.5573
Portland General Electric Company,26-0285,26-0285-SI-01,SI,SI,26 SW SALMON ST,PORTLAND,97204,45.5153,-122.6723
"Central Auto Body, LLC",26-0287,26-0287-BS-01,BS,BS,6805 SW MACADAM AVE,PORTLAND,97219-2313,45.475,-122.6717
"7-Eleven, Inc.",26-0288,26-0288-23-01,23,G4,8181 NE AIR CARGO RD,PORTLAND,97218-1037,45.5796,-122.5755
Portland Specialty Baking LLC,26-0289,26-0289-SI-01,SI,SI,3423 NE 172ND PLACE,PORTLAND,97230,45.5463,-122.4858
Atlantic Aviation Oregon FBO Inc.,26-0291,26-0291-17-01,17,G1,8103 NE Airport Way,PORTLAND,97218,45.5817,-122.572
"Brazilian Speciality Coffees, LLC",26-0294,26-0294-16-01,16,G1,3530 NW ST HELENS RD,PORTLAND,97210,45.5478,-122.7249
Summit Trailer Manufacturing Inc,26-0295,26-0295-SI-01,SI,SI,4530 NE 148TH AVENUE,PORTLAND,97230,45.5564,-122.5097
Oregon Health and Science University,26-0297,26-0297-18-01,18,G2,2720 SW MOODY AVENUE,PORTLAND,97201,45.501,-122.6717
"Fitz Enterprises, Inc.",26-0299,26-0299-22-01,22,G5,8445 N Kerby Ave,PORTLAND,97217-1061,45.5844,-122.6724
Oregon Health and Science University,26-0303,26-0303-18-01,18,G2,3303 SW BOND AVENUE,PORTLAND,97201,45.4989,-122.6713
Mackin's Auto Body,26-0304,26-0304-BS-01,BS,BS,8026 N DENVER AVENUE,PORTLAND,97217,45.5813,-122.6864
Mackin's Auto Body,26-0306,26-0306-BS-01,BS,BS,5620 NE 65TH AVENUE,PORTLAND,97218,45.5638,-122.5956
Mackin's Auto Body,26-0307,26-0307-BS-01,BS,BS,3737 NE BROADWAY STREET,PORTLAND,97232,45.5353,-122.6243
Magic Auto Body,26-0308,26-0308-BS-01,BS,BS,10921 NE SIMPSON STREET,PORTLAND,97220,45.5663,-122.5499
Southwest Autobody & Frame S Corporation,26-0311,26-0311-BS-01,BS,BS,4200 SW BEAVERTON-HILLSDALE HWY,PORTLAND,97221,45.4852,-122.7205
Professional Auto Body & Paint Inc,26-0312,26-0312-BS-01,BS,BS,6380 NE ALBERTA STREET,PORTLAND,97218,45.5589,-122.5974
"NW Metals, Inc",26-0315,26-0315-SI-01,SI,SI,9537 N COLUMBIA BLVD,PORTLAND,97203-1050,45.6062,-122.7555
"West Hills Body & Paint, Inc.",26-0316,26-0316-BS-01,BS,BS,8300 SW BARBUR BLVD,PORTLAND,97219,45.4646,-122.6989
"Sharp Auto Body & Paint Works, Inc.",26-0317,26-0317-BS-01,BS,BS,4031 SE 26TH AVENUE,PORTLAND,97202,45.4936,-122.6398
"McCollum, Inc.",26-0319,26-0319-BS-01,BS,BS,7510 SE FOSTER ROAD,PORTLAND,97206,45.485,-122.5859
"International Collision Repair, LLC",26-0322,26-0322-BS-01,BS,BS,9817 E BURNSIDE ST,PORTLAND,97216,45.5228,-122.563
"TEC Equipment, Inc.",26-0323,26-0323-BS-01,BS,BS,750 NE COLUMBIA BLVD,PORTLAND,97211,45.5797,-122.657
Pacific West Motors LLC,26-0324,26-0324-BS-01,BS,BS,7807 SE 82ND AVE,PORTLAND,97266,45.4666,-122.5794
"Roth & Miller Autobody, Inc.",26-0325,26-0325-BS-01,BS,BS,9255 SE STARK ST,PORTLAND,97216,45.5195,-122.5666
"Kim Cuong Auto Body & Paint, LLC",26-0326,26-0326-BS-01,BS,BS,7830 NE HALSEY ST,PORTLAND,97213,45.5336,-122.5825
Gee Automotive Portland III LLC,26-0327,26-0327-BS-01,BS,BS,300 SE 122ND AVE,PORTLAND,97233,45.5209,-122.5377
"Trinity Cremations, Inc.",26-0328,26-0328-12-01,12,G1,17900 NE RIVERSIDE PKWY STE 230,PORTLAND,97230,45.5543,-122.4807
"V.I.P.  Collision Center, Inc.",26-0329,26-0329-BS-01,BS,BS,6444 NE M L KING BLVD,PORTLAND,97211-3032,45.5694,-122.6613
"Lents Body Shop, Inc.",26-0330,26-0330-BS-01,BS,BS,9038 SE FOSTER RD,PORTLAND,97266-4618,45.4802,-122.5699
Highlight Autobody and Repair LLC,26-0333,26-0333-BS-01,BS,BS,11109 SE DIVISION ST,PORTLAND,97266,45.5042,-122.5491
"OB Portland 5, Inc",26-0334,26-0334-BS-01,BS,BS,639 SE STARK ST,PORTLAND,97214,45.5196,-122.6577
"JMR Group, LLC",26-0335,26-0335-BS-01,BS,BS,9622 NE VANCOUVER WAY,PORTLAND,97211,45.5924,-122.6633
"Active Auto Body, Inc.",26-0336,26-0336-BS-01,BS,BS,1835 NW COUCH ST,PORTLAND,97209,45.5236,-122.69
"R.K.B., Inc.",26-0337,26-0337-BS-01,BS,BS,1313 NE 122ND AVE,PORTLAND,97230,45.5322,-122.5377
"OB Portland 5, Inc",26-0338,26-0338-BS-01,BS,BS,107 SE GRAND AVE,PORTLAND,97214-1113,45.5222,-122.6595
"Toyota Logistics Services, Inc.",26-0339,26-0339-BS-01,BS,BS,11020 N LOMBARD ST,PORTLAND,97203-6424,45.5951,-122.7684
Caliber Holdings Corporation,26-0340,26-0340-BS-01,BS,BS,8230 SE WOODSTOCK BLVD,PORTLAND,97266,45.4794,-122.5783
Caliber Holdings Corporation,26-0341,26-0341-BS-01,BS,BS,34 NE GRAND AVE,PORTLAND,97232,45.5232,-122.6587
O&C Inc.,26-0342,26-0342-BS-01,BS,BS,935 SE 202ND AVE,PORTLAND,97233,45.5186,-122.4552
Atomic Auto Body LLC - 50%,26-0344,26-0344-BS-01,BS,BS,5825 SE 122ND AVE,PORTLAND,97236,45.4798,-122.5372
"CPW United, LLC.",26-0345,26-0345-BS-01,BS,BS,50 SE MAIN ST,PORTLAND,97214,45.5134,-122.6641
JRC Corp,26-0347,26-0347-BS-01,BS,BS,1722 E BURNSIDE ST,PORTLAND,97214,45.5229,-122.6482
Buckman Coffee Factory LLC,26-0348,26-0348-16-01,16,G1,1105 SE MAIN ST,PORTLAND,97214-3665,45.5136,-122.6545
McCall Oil and Chemical Corporation,26-0350,26-0350-SI-01,SI,SI,5480 NW FRONT AVE,PORTLAND,97210-1114,45.5617,-122.7363
"Central Auto Body, LLC",26-0351,26-0351-BS-01,BS,BS,5103 SE POWELL BLVD,PORTLAND,97206,45.4975,-122.6098
"Central Auto Body, LLC",26-0352,26-0352-BS-01,BS,BS,8101 NE 11TH AVE,PORTLAND,97211,45.582,-122.6539
"Central Auto Body, LLC",26-0353,26-0353-BS-01,BS,BS,9741 SW CAPITOL HWY,PORTLAND,97219,45.4553,-122.7187
"Central Auto Body, LLC",26-0354,26-0354-BS-01,BS,BS,7835 SW 37TH AVE,PORTLAND,97219,45.4677,-122.7155
Caliber Holdings Corporation,26-0355,26-0355-BS-01,BS,BS,6900 N FESSENDEN ST,PORTLAND,97203-1817,45.5933,-122.7346
"Gerber Collision (Oregon), Inc.",26-0357,26-0357-BS-01,BS,BS,4225 NE CULLY BLVD,PORTLAND,97218-2203,45.5533,-122.6027
"Gerber Collision (Oregon), Inc.",26-0359,26-0359-BS-01,BS,BS,2227 SE 7TH AVE,PORTLAND,97214,45.5067,-122.6588
RPH-Coverage Inc.,26-0361,26-0361-23-01,23,G4,13038 NE SANDY BLVD,PORTLAND,97230,45.5557,-122.5289
Bill Hall Body & Paint Inc.,26-0364,26-0364-BS-01,BS,BS,12735 NE WHITAKER WAY,PORTLAND,97230,45.561,-122.5323
Kevin Culver,26-0365,26-0365-BS-01,BS,BS,314 SE GRAND AVE,PORTLAND,97214,45.5205,-122.6607
"Freeman Motor Company, Inc.",26-0366,26-0366-BS-01,BS,BS,4841 SW MACADAM AVE,PORTLAND,97239,45.4881,-122.6752
Simonds International L.L.C.,26-0367,26-0367-25-01,25,G2,2700 SE TACOMA ST,PORTLAND,97202,45.4651,-122.636
Cintas Corporation No. 3,26-0368,26-0368-SI-01,SI,SI,9045 N RAMSEY BLVD,PORTLAND,97203,45.6242,-122.77
Beto's Body Shop LLC,26-0374,26-0374-BS-01,BS,BS,6850 NE EMERSON ST,PORTLAND,97218,45.5613,-122.5922
"WEST SIDE AUTO BODY & PAINT, INC",26-0376,26-0376-BS-01,BS,BS,6842 NE MARTIN LUTHER KING JR BLVD,PORTLAND,97211,45.5726,-122.6611
"7-Eleven, Inc.",26-0380,26-0380-23-01,23,G4,2869 NE 181ST AVE,PORTLAND,97230,45.5438,-122.4774
"L&T Woods, Inc.",26-0381,26-0381-BS-01,BS,BS,2529 N ROSS AVE,PORTLAND,97227,45.5406,-122.6728
Hexion Inc.,26-0386,26-0386-SI-01,SI,SI,10915 N LOMBARD ST,PORTLAND,97203,45.6055,-122.7657
"East Side Plating, Inc.",26-0388,26-0388-02-01,2,G2,310 SE STEPHENS ST,PORTLAND,97214,45.5094,-122.6623
Blount Fine Foods Corp,26-0396,26-0396-BS-01,BS,BS,17711 NE RIVERSIDE PKWY,PORTLAND,97230,45.5543,-122.482
Porter W. Yett Company,26-1767,26-1767-07-01,7,G3,5949 NE CULLY BLVD,PORTLAND,97218-3354,45.5662,-122.5945
Legacy Emanuel Hospital & Health Center,26-1799,26-1799-11-01,11,G2,1225 NE 2ND AVE,PORTLAND,97232,45.5325,-122.6641
Legacy Emanuel Hospital & Health Center,26-1803,26-1803-11-01,11,G2,2801 N GANTENBEIN AVE,PORTLAND,97227-1623,45.5429,-122.6699
Providence Portland Medical Center,26-1804,26-1804-11-01,11,G2,4805 NE GLISAN ST,PORTLAND,97213,45.5289,-122.6139
Solenis LLC,26-1814,26-1814-ST-01,ST,ST,3366 NW YEON AVE,PORTLAND,97210,45.5473,-122.709
"Owens Corning Roofing and Asphalt, LLC",26-1815,26-1815-ST-01,ST,ST,3750 NW YEON AVE,PORTLAND,97210,45.5493,-122.719
EVRAZ Inc. NA,26-1865,26-1865-TV-01,TV,TV,14400 N RIVERGATE BLVD,PORTLAND,97203,45.6256,-122.7794
"PCC Structurals, Inc.",26-1867,26-1867-ST-01,ST,ST,4600 SE HARNEY DR,PORTLAND,97206-0825,45.4623,-122.6143
"Columbia Steel Casting Co., Inc.",26-1869,26-1869-ST-01,ST,ST,10425 N BLOSS AVE,PORTLAND,97203-6143,45.5996,-122.7291
Owens-Brockway Glass Container Inc.,26-1876,26-1876-TV-01,TV,TV,9710 NE Glass Plant Road,PORTLAND,97220,45.5631,-122.5647
Zinkpower-Portland LLC,26-1885,26-1885-SI-01,SI,SI,2406 NW 30TH AVE,PORTLAND,97210-2014,45.5394,-122.7122
J. R. Simplot Company,26-1889,26-1889-ST-01,ST,ST,14003 N RIVERGATE BLVD,PORTLAND,97203-6514,45.6248,-122.7852
Ash Grove Cement Company,26-1891,26-1891-ST-01,ST,ST,13939 N RIVERGATE BLVD,PORTLAND,97203,45.6229,-122.7838
Herbert Malarkey Roofing Company,26-1894,26-1894-ST-01,ST,ST,3131 N COLUMBIA BLVD,PORTLAND,97217-7472,45.5911,-122.7001
Portland Sand and Gravel Company,26-1917,26-1917-08-01,8,G2,10717 SE DIVISION ST,PORTLAND,97266,45.5042,-122.5533
Ross Island Sand & Gravel Co.,26-1941,26-1941-08-01,8,G2,HARDTACK ISLAND - WILLAMETTE RIVER,PORTLAND,972HH,45.4844,-122.6597
"Temco, LLC A Limited Liability Company of Delaware",26-2003,26-2003-ST-01,ST,ST,800 N RIVER ST.,PORTLAND,97227,45.5362,-122.6751
Grain Craft,26-2013,26-2013-14-01,14,G1,N LOMBARD ST FOOT OF,PORTLAND,97203,45.6,-122.7755
"Zenith Energy Terminals Holdings, LLC",26-2025,26-2025-TV-01,TV,TV,5501 NW FRONT AVE,PORTLAND,97210-1115,45.5607,-122.7369
Phillips 66 Company,26-2026,26-2026-ST-01,ST,ST,5528 NW DOANE AVE,PORTLAND,97210,45.5606,-122.7405
Chevron U.S.A. Inc.,26-2027,26-2027-TV-01,TV,TV,5531 NW DOANE AVE,PORTLAND,97210-3607,45.5635,-122.7427
Kinder Morgan Liquids Terminals LLC,26-2028,26-2028-TV-01,TV,TV,5880 NW ST HELENS RD,PORTLAND,97210-1146,45.5625,-122.7437
Shore Terminals LLC,26-2029,26-2029-TV-01,TV,TV,9420 NW SAINT HELENS RD,PORTLAND,97231-1135,45.5916,-122.7776
"Seaport Midstream Partners, LLC",26-2030,26-2030-TV-01,TV,TV,9930 NW SAINT HELENS RD,PORTLAND,97231-1043,45.5943,-122.7796
CertainTeed Corporation,26-2043,26-2043-ST-02,ST,ST,6350 NW FRONT AVE,PORTLAND,97210,45.568,-122.743
Oregon Health and Sciences University,26-2050,26-2050-TV-01,TV,TV,3181 SW SAM JACKSON PARK RD,PORTLAND,97239,45.4995,-122.6851
Oregon Humane Society,26-2052,26-2052-12-01,12,G1,1067 NE COLUMBIA BLVD,PORTLAND,97211,45.5791,-122.6546
"ESCO Group, LLC",26-2068,26-2068-TV-01,TV,TV,2141 NW 25TH AVE,PORTLAND,97210,45.5428,-122.7002
"Daimler Trucks North America, LLC",26-2197,26-2197-TV-01,TV,TV,6936 N FATHOM ST,PORTLAND,97217,45.5728,-122.7152
Boeing Company (The),26-2204,26-2204-ST-01,ST,ST,19000 NE SANDY BLVD,PORTLAND,97230-6810,45.5431,-122.4654
Supreme Perlite Company,26-2390,26-2390-SI-01,SI,SI,4600 N SUTTLE RD,PORTLAND,97217,45.6157,-122.7145
David Douglas Sr Hs Bldg,26-2426,26-2426-11-01,11,G2,1500 SE 130TH AVE,PORTLAND,97233-1719,45.5128,-122.5286
Triton West LLC,26-2478,26-2478-ST-02,ST,ST,3800 NW ST HELENS RD,PORTLAND,97210,45.5493,-122.7273
Northwest Pipe Company,26-2492,26-2492-TV-01,TV,TV,12005 N BURGARD WAY,PORTLAND,97203,45.609,-122.7734
Riverview Abbey Mausoleum Co.,26-2545,26-2545-12-01,12,G1,0319 SW TAYLORS FERRY RD,PORTLAND,97219,45.4634,-122.68
"Eco Services Operations, LLC",26-2548,26-2548-SI-01,SI,SI,4429 N SUTTLE RD,PORTLAND,97217,45.6159,-122.7131
Blasen & Blasen Lumber Corp.,26-2557,26-2557-10-01,10,G3,2155 N COLUMBIA BLVD,PORTLAND,97217,45.5882,-122.6899
"ALSCO Inc., A Corporation of Nevada",26-2579,26-2579-11-01,11,G2,1441 N COLUMBIA BLVD,PORTLAND,97217-6705,45.5843,-122.6816
"Graphic Packaging International, Inc",26-2777,26-2777-TV-01,TV,TV,3400 N MARINE DR,PORTLAND,97217,45.6119,-122.7022
Lewis & Clark College,26-2778,26-2778-11-01,11,G2,0615 SW PALATINE HILL RD,PORTLAND,97219-7879,45.4499,-122.6728
The Reed Institute,26-2784,26-2784-11-01,11,G2,3203 SE WOODSTOCK BLVD,PORTLAND,97202-8138,45.4792,-122.6304
"Columbia Export Terminal, LLC",26-2807,26-2807-ST-01,ST,ST,15660 N LOMBARD ST,PORTLAND,97203-6427,45.6358,-122.769
Portland State University,26-2832,26-2832-SI-01,SI,SI,1900 SW 4th Ave,PORTLAND,97201,45.5098,-122.6813
"Kinder Morgan Bulk Terminals, Inc.",26-2909,26-2909-ST-01,ST,ST,11040 N LOMBARD ST,PORTLAND,97203,45.6017,-122.7735
Port Of Portland,26-2914,26-2914-ST-01,ST,ST,7200 NE AIRPORT WAY ,PORTLAND,97218,45.5871,-122.5889
Legacy Good Samaritan Hospital and Medical Center,26-2926,26-2926-11-01,11,G2,1015 NW 22ND AVE,PORTLAND,97210,45.5301,-122.6984
Gunderson LLC,26-2944,26-2944-TV-01,TV,TV,4350 NW FRONT AVE,PORTLAND,97210,45.5536,-122.7199
"The Portland Memorial, Inc",26-2949,26-2949-12-01,12,G1,6705 SE 14TH AVE,PORTLAND,97202,45.4744,-122.6518
United States Bakery,26-2952,26-2952-ST-01,ST,ST,340 NE 11TH AVE,PORTLAND,97232-2755,45.5257,-122.6545
U.S. Dept. Of Veterans Affairs,26-2955,26-2955-11-01,11,G2,3710 SW US VETERANS HOSPITAL RD,PORTLAND,97239-2964,45.4833,-122.6819
Mondelez Global LLC,26-2968,26-2968-ST-01,ST,ST,100 NE COLUMBIA BLVD,PORTLAND,97211,45.5818,-122.6638
Portland Community College,26-2971,26-2971-11-01,11,G2,12000 SW 49TH AVE,PORTLAND,97219-7132,45.4377,-122.7299
Siltronic Corporation,26-3002,26-3002-ST-01,ST,ST,7200 NW FRONT AVE,PORTLAND,97210-3676,45.5775,-122.7552
"Arclin Surfaces, Inc.",26-3009,26-3009-TV-01,TV,TV,2301 N COLUMBIA BLVD,PORTLAND,97217-6954,45.5888,-122.6908
EcoLube Recovery LLC,26-3021,26-3021-ST-01,ST,ST,11535 N FORCE AVE,PORTLAND,97217,45.6062,-122.6938
"Myers Containers, LLC",26-3035,26-3035-ST-02,ST,ST,8435 NE KILLINGSWORTH ST,PORTLAND,97220-4660,45.5629,-122.5756
"East Side Plating, Inc.",26-3036,26-3036-02-01,2,G2,8400 SE 26TH PL,PORTLAND,97202,45.4621,-122.636
Oil Re-Refining Company Inc.,26-3048,26-3048-ST-01,ST,ST,4150 N SUTTLE RD,PORTLAND,97217-7717,45.6135,-122.7111
International Paper Company,26-3051,26-3051-SI-01,SI,SI,1601 NE 192ND AVE,PORTLAND,97230-7095,45.5346,-122.4682
Land O'Lakes Purina Feed LLC,26-3062,26-3062-14-01,14,G1,15840 N SIMMONS RD,PORTLAND,97203-6425,45.6388,-122.7655
"Owens Corning Roofing and Asphalt, LLC",26-3067,26-3067-TV-01,TV,TV,11910 NW SAINT HELENS RD,PORTLAND,97231-2306,45.6061,-122.7891
"SSA Pacific, Inc.",26-3071,26-3071-SI-01,SI,SI,15550 N LOMBARD ST,PORTLAND,97203-6428,45.6346,-122.771
Olympic Pipe Line Company LLC,26-3072,26-3072-SI-01,SI,SI,9420 NW ST HELENS RD,PORTLAND,97231-1135,45.592,-122.777
"Tyree Oil, Inc.",26-3075,26-3075-17-01,17,G1,2429 N BORTHWICK AVE,PORTLAND,97227-1704,45.5406,-122.6741
"Coffee Bean International, Inc.",26-3088,26-3088-16-01,16,G1,9120 NE ALDERWOOD RD,PORTLAND,97220-1366,45.5732,-122.57
Uniservice Corporation,26-3091,26-3091-12-01,12,G1,4733 NE THOMPSON,PORTLAND,97213,45.5394,-122.6131
"RUSCO, Inc",26-3112,26-3112-SI-01,SI,SI,4466 NW YEON AVE,PORTLAND,97210-1430,45.5548,-122.733
Bullseye Glass Co.,26-3135,26-3135-TV-01,TV,TV,3722 SE 21ST AVE,PORTLAND,97202,45.4961,-122.6447
"Vigor Industrial, LLC",26-3224,26-3224-TV-01,TV,TV,5555 N CHANNEL AVE Bldg 71,PORTLAND,97217-7655,45.5625,-122.7163
"Lacamas Laboratories, Inc.",26-3230,26-3230-SI-01,SI,SI,3625 N SUTTLE RD,PORTLAND,97217,45.6134,-122.7052
